Source,Indication,Bibliometric_Target,SKG_BIScore,SKG_Literature_Score,SKG_GDF15_BIScore,SKG_GDF15_Literature_Score,SKG_Total_Score,Bibliometric_Scientific_Score,Bibliometric_Market_Score,Bibliometric_Total_Score,Population,PMIDs
Ponsegromab,Cytomegalovirus (CMV),Cytomegalovirus (CMV),0,0,0,0,0,10.9,46,56.9,81849,None
Ponsegromab,Spondyloarthropathies,Spondyloarthropathies,0,0,0,0,0,17.5,39.5,56.9,2879542,None
Ponsegromab,Iris Diseases,Iris Diseases,0,0,0,0,0,33.9,22.8,56.8,NA,None
Ponsegromab,Melanosis,Melanosis,0,0,0,0,0,30,26.8,56.8,494158,None
Ponsegromab,Non-Hodgkin's Lymphoma (NHL),Non-Hodgkin's Lymphoma (NHL),0,0,0,0,0,10,46.8,56.8,288966,None
Ponsegromab,Premature Menopause,Premature Menopause,0,0,0,0,0,20.4,36.4,56.8,715422,None
Ponsegromab,Lens Diseases,Lens Diseases,0,0,0,0,0,31.6,25.1,56.7,NA,None
Ponsegromab,Bone Marrow Neoplasms,Bone Marrow Neoplasms,0,0,0,0,0,14.6,42.1,56.6,2121796,None
Ponsegromab,Fragility Fracture,Fragility Fracture,0,0,0,0,0,26.4,30.2,56.6,NA,None
Ponsegromab,Dental Deposits,Dental Deposits,0,0,0,0,0,22.8,33.7,56.5,30563,None
Ponsegromab,Osteosarcoma,Osteosarcoma,0,0,0,0,0,16.1,40.4,56.5,16370,None
Ponsegromab,Solitary Pulmonary Nodule,Solitary Pulmonary Nodule,0,0,0,0,0,16.6,39.9,56.5,530055,None
Ponsegromab,Burns,Burns,0,0,0,0,0,22.2,34.2,56.4,25664,None
Ponsegromab,Erythropoietic Protoporphyria (EPP),Erythropoietic Protoporphyria (EPP),0,0,0,0,0,25.6,30.8,56.4,NA,None
Ponsegromab,TP53 mutated Exocrine Pancreatic Cancer,TP53 mutated Exocrine Pancreatic Cancer,0,0,0,0,0,27.2,29.1,56.4,NA,None
Ponsegromab,Human Papillomavirus (HPV),Human Papillomavirus (HPV),0,0,0,0,0,26.3,30,56.3,NA,None
Ponsegromab,Urogenital Abnormalities,Urogenital Abnormalities,0,0,0,0,0,33,23.3,56.3,163482,None
Ponsegromab,Bacteremia,Bacteremia,0,0,0,0,0,35.1,21.2,56.2,NA,None
Ponsegromab,Hyperpigmentation,Hyperpigmentation,0,0,0,0,0,28.3,28,56.2,494158,None
Ponsegromab,Nephrotic Syndrome,Nephrotic Syndrome,0,0,0,0,0,25.8,30.4,56.2,NA,None
Ponsegromab,Inborn Errors of Metal Metabolism,Inborn Errors of Metal Metabolism,0,0,0,0,0,27.1,29,56.1,296860,None
Ponsegromab,Insomnia,Insomnia,0,0,0,0,0,20.7,35.4,56.1,15439078,None
Ponsegromab,Antiphospholipid Syndrome (APS),Antiphospholipid Syndrome (APS),0,0,0,0,0,14.2,41.8,56,141993,None
Ponsegromab,Arrhythmogenic Cardiomyopathy,Arrhythmogenic Cardiomyopathy,0,0,0,0,0,9.8,46,55.8,81849,None
Ponsegromab,Colitis,Colitis,0,0,0,0,0,14.7,41.1,55.8,653360,None
Ponsegromab,Neuromyelitis Optica Spectrum Disorder (NMOSD),Neuromyelitis Optica Spectrum Disorder (NMOSD),0,0,0,0,0,16.8,38.9,55.8,16370,None
Ponsegromab,Polycythemia,Polycythemia,0,0,0,0,0,13.5,42.3,55.8,81849,None
Ponsegromab,Cushing Syndrome (Hypercortisolism),Cushing Syndrome (Hypercortisolism),0,0,0,0,0,13.2,42.6,55.7,327,None
Ponsegromab,Prescription Drug Misuse,Prescription Drug Misuse,0,0,0,0,0,25.7,30,55.7,NA,None
Ponsegromab,Dermatomyositis,Dermatomyositis,0,0,0,0,0,21,34.6,55.6,16370,None
Ponsegromab,Salmonella Infections,Salmonella Infections,0,0,0,0,0,25,30.6,55.6,51,None
Ponsegromab,Crystal Arthropathies,Crystal Arthropathies,0,0,0,0,0,35.5,20,55.5,NA,None
Ponsegromab,Drug Misuse,Drug Misuse,0,0,0,0,0,25.6,29.9,55.5,NA,None
Ponsegromab,Porphyrias,Porphyrias,0,0,0,0,0,23.2,32.2,55.5,1637,None
Ponsegromab,MERRF Syndrome,MERRF Syndrome,0,0,0,0,0,18.2,37.2,55.4,1637,None
Ponsegromab,Tracheal Stenosis,Tracheal Stenosis,0,0,0,0,0,14,41.3,55.4,16370,None
Ponsegromab,Chronic Rhinosinusitis (CRS),Chronic Rhinosinusitis (CRS),0,0,0,0,0,26.1,29.2,55.3,NA,None
Ponsegromab,Dental Enamel Hypoplasia,Dental Enamel Hypoplasia,0,0,0,0,0,26.4,28.9,55.3,27806,None
Ponsegromab,Disorders of Excessive Somnolence,Disorders of Excessive Somnolence,0,0,0,0,0,16.7,38.6,55.3,15439078,None
Ponsegromab,Pelvic Infection,Pelvic Infection,0,0,0,0,0,19.2,36.1,55.3,NA,None
Ponsegromab,Amelogenesis Imperfecta,Amelogenesis Imperfecta,0,0,0,0,0,27,28.2,55.2,245548,None
Ponsegromab,Epileptic Syndromes,Epileptic Syndromes,0,0,0,0,0,13.5,41.8,55.2,1858479,None
Ponsegromab,Tissue Adhesions,Tissue Adhesions,0,0,0,0,0,19.4,35.8,55.2,NA,None
Ponsegromab,Colon Polyps,Colon Polyps,0,0,0,0,0,19.9,35.2,55.1,1414772,None
Ponsegromab,Myxoma,Myxoma,0,0,0,0,0,23.8,31.3,55.1,222015,None
Ponsegromab,Chronic Graft Versus Host Disease (cGVHD),Chronic Graft Versus Host Disease (cGVHD),0,0,0,0,0,14.3,40.6,54.9,NA,None
Ponsegromab,Acute Limb Ischemia (ALI),Acute Limb Ischemia (ALI),0,0,0,0,0,12.1,42.7,54.8,581299,None
Ponsegromab,Leg Ulcer,Leg Ulcer,0,0,0,0,0,18.1,36.6,54.7,40326,None
Ponsegromab,Binge Drinking,Binge Drinking,0,0,0,0,0,8.2,46.4,54.6,440518,None
Ponsegromab,Hypoplastic Left Heart Syndrome,Hypoplastic Left Heart Syndrome,0,0,0,0,0,12.3,42.3,54.6,81849,None
Ponsegromab,Radiation Fibrosis Syndrome,Radiation Fibrosis Syndrome,0,0,0,0,0,27,27.6,54.6,NA,None
Ponsegromab,Hypoalbuminemia,Hypoalbuminemia,0,0,0,0,0,18.9,35.6,54.5,45890,None
Ponsegromab,Myocarditis,Myocarditis,0,0,0,0,0,9.8,44.6,54.5,60941,None
Ponsegromab,Bone and Joint Infections (BJIs),Bone and Joint Infections (BJIs),0,0,0,0,0,23.3,31,54.3,NA,None
Ponsegromab,Pediatric Acute Myeloid Leukemia (AML),Pediatric Acute Myeloid Leukemia (AML),0,0,0,0,0,9.3,44.9,54.3,NA,None
Ponsegromab,Rhinosinusitis,Rhinosinusitis,0,0,0,0,0,25.3,29,54.3,NA,None
Ponsegromab,Hirschsprung Disease,Hirschsprung Disease,0,0,0,0,0,23.9,30.2,54.1,81849,None
Ponsegromab,Hormone Receptor-Positive Breast Cancer,Hormone Receptor-Positive Breast Cancer,0,0,0,0,0,27.6,26.5,54.1,NA,None
Ponsegromab,Left Main Coronary Artery (LMCA) Disease,Left Main Coronary Artery (LMCA) Disease,0,0,0,0,0,7.4,46.7,54.1,8139256,None
Ponsegromab,Hypoproteinemia,Hypoproteinemia,0,0,0,0,0,18.8,35.1,54,45890,None
Ponsegromab,Traumatic Wounds,Traumatic Wounds,0,0,0,0,0,32.5,21.4,54,NA,None
Ponsegromab,Paranasal Sinus Diseases,Paranasal Sinus Diseases,0,0,0,0,0,25.4,28.5,53.9,2427708,None
Ponsegromab,Retroperitoneal Fibrosis,Retroperitoneal Fibrosis,0,0,0,0,0,26.3,27.6,53.9,NA,None
Ponsegromab,Swallowing Disorders / Dysphagia,Swallowing Disorders / Dysphagia,0,0,0,0,0,21.9,31.9,53.9,NA,None
Ponsegromab,Atrioventricular Block,Atrioventricular Block,0,0,0,0,0,19.1,34.6,53.7,NA,None
Ponsegromab,Prenatal Exposure Delayed Effects,Prenatal Exposure Delayed Effects,0,0,0,0,0,29.2,24.4,53.7,NA,None
Ponsegromab,Hematologic Complications in Pregnancy,Hematologic Complications in Pregnancy,0,0,0,0,0,11.1,42.4,53.5,244323,None
Ponsegromab,Late-Onset Thymidine Kinase 2 Deficiency (TK2D),Late-Onset Thymidine Kinase 2 Deficiency (TK2D),0,0,0,0,0,26.8,26.8,53.5,NA,None
Ponsegromab,Foot Ulcer,Foot Ulcer,0,0,0,0,0,18.7,34.7,53.4,40326,None
Ponsegromab,Multiple Endocrine Neoplasia,Multiple Endocrine Neoplasia,0,0,0,0,0,24.2,29.2,53.4,327,None
Ponsegromab,Hereditary Spherocytosis,Hereditary Spherocytosis,0,0,0,0,0,21.6,31.6,53.2,NA,None
Ponsegromab,Female Infertility,Female Infertility,0,0,0,0,0,15.1,38,53.1,1706849,None
Ponsegromab,Hereditary Elliptocytosis,Hereditary Elliptocytosis,0,0,0,0,0,21.4,31.7,53.1,81849,None
Ponsegromab,Cavernous Sinus Syndromes,Cavernous Sinus Syndromes,0,0,0,0,0,25.6,27.4,53,NA,None
Ponsegromab,Femur Head Necrosis,Femur Head Necrosis,0,0,0,0,0,29.4,23.6,53,NA,None
Ponsegromab,Hypothalamic Diseases,Hypothalamic Diseases,0,0,0,0,0,18.9,34.1,53,NA,None
Ponsegromab,Staphylococcus aureus,Staphylococcus aureus,0,0,0,0,0,11.2,41.8,53,3382912,None
Ponsegromab,Cerebrovascular Trauma,Cerebrovascular Trauma,0,0,0,0,0,19.9,33,52.9,1219359,None
Ponsegromab,Dissecting Aneurysm,Dissecting Aneurysm,0,0,0,0,0,21.7,31.1,52.8,150024,None
Ponsegromab,Hyperpituitarism,Hyperpituitarism,0,0,0,0,0,19.8,33.1,52.8,327,None
Ponsegromab,Malaria,Malaria,0,0,0,0,0,25.2,27.7,52.8,0,None
Ponsegromab,Meningitis,Meningitis,0,0,0,0,0,16.2,36.6,52.8,26733,None
Ponsegromab,Sebaceous Gland Diseases,Sebaceous Gland Diseases,0,0,0,0,0,31.9,20.8,52.8,38191,None
Ponsegromab,Low Tension Glaucoma,Low Tension Glaucoma,0,0,0,0,0,10.1,42.6,52.7,5025903,None
Ponsegromab,Constipation,Constipation,0,0,0,0,0,10.7,41.9,52.6,2937754,None
Ponsegromab,Hereditary Neoplastic Syndromes,Hereditary Neoplastic Syndromes,0,0,0,0,0,23.8,28.8,52.6,NA,None
Ponsegromab,Neurotoxicity Syndromes,Neurotoxicity Syndromes,0,0,0,0,0,13.2,39.4,52.6,3024163,None
Ponsegromab,Glycosuria,Glycosuria,0,0,0,0,0,26.6,26,52.5,NA,None
Ponsegromab,Thrombocytosis,Thrombocytosis,0,0,0,0,0,11.2,41.2,52.4,244323,None
Ponsegromab,Alcohol Use Disorder (AUD),Alcohol Use Disorder (AUD),0,0,0,0,0,29.1,23.2,52.3,NA,None
Ponsegromab,Epiretinal Membrane,Epiretinal Membrane,0,0,0,0,0,12.7,39.6,52.3,2767515,None
Ponsegromab,Pleural Effusion,Pleural Effusion,0,0,0,0,0,10.4,41.8,52.2,NA,None
Ponsegromab,Postmenopausal Osteoporosis,Postmenopausal Osteoporosis,0,0,0,0,0,16.4,35.8,52.2,4009211,None
Ponsegromab,Central Nervous System Bacterial Infections,Central Nervous System Bacterial Infections,0,0,0,0,0,10.6,41.3,51.9,1944266,None
Ponsegromab,Multiple Endocrine Neoplasia Type 2 (MEN2),Multiple Endocrine Neoplasia Type 2 (MEN2),0,0,0,0,0,25.6,26.3,51.9,NA,None
Ponsegromab,Uremia,Uremia,0,0,0,0,0,13.9,38,51.9,724456,None
Ponsegromab,Encephalitis,Encephalitis,0,0,0,0,0,15,36.7,51.8,9809,None
Ponsegromab,Mosquito-Borne Diseases,Mosquito-Borne Diseases,0,0,0,0,0,29.6,22.1,51.7,NA,None
Ponsegromab,Acute Spinal Cord Injury,Acute Spinal Cord Injury,0,0,0,0,0,18.4,33.2,51.6,NA,None
Ponsegromab,Hematopoietic Stem Cell Transplantation-associated Thrombotic Microangiopathy (HSCT-TMA),Hematopoietic Stem Cell Transplantation-associated Thrombotic Microangiopathy (HSCT-TMA),0,0,0,0,0,14.8,36.7,51.5,NA,None
Ponsegromab,Occupational Diseases,Occupational Diseases,0,0,0,0,0,34.4,17,51.5,NA,None
Ponsegromab,Pituitary Diseases,Pituitary Diseases,0,0,0,0,0,19.1,32.4,51.5,NA,None
Ponsegromab,Stress Fractures,Stress Fractures,0,0,0,0,0,20.5,31,51.4,NA,None
Ponsegromab,Helminthiasis,Helminthiasis,0,0,0,0,0,34.1,17.1,51.3,NA,None
Ponsegromab,Psoriatic Arthritis (PsA),Psoriatic Arthritis (PsA),0,0,0,0,0,10.3,41,51.3,1550095,None
Ponsegromab,Brain Atrophy,Brain Atrophy,0,0,0,0,0,11.8,39.5,51.2,NA,None
Ponsegromab,Kawasaki Disease (Mucocutaneous Lymph Node Syndrome),Kawasaki Disease (Mucocutaneous Lymph Node Syndrome),0,0,0,0,0,16.4,34.9,51.2,NA,None
Ponsegromab,Nematode Infections,Nematode Infections,0,0,0,0,0,32.4,18.8,51.2,0,None
Ponsegromab,Barrett's Esophagus,Barrett's Esophagus,0,0,0,0,0,13.8,37.2,51.1,758169,None
Ponsegromab,Developmental Defects of Enamel,Developmental Defects of Enamel,0,0,0,0,0,25.5,25.5,51,NA,None
Ponsegromab,Prostatitis,Prostatitis,0,0,0,0,0,18.8,32.1,50.9,117729,None
Ponsegromab,Ankylosis,Ankylosis,0,0,0,0,0,22.9,27.9,50.8,327,None
Ponsegromab,Uveal Diseases,Uveal Diseases,0,0,0,0,0,27.8,23,50.8,NA,None
Ponsegromab,Hirsutism,Hirsutism,0,0,0,0,0,19.6,30.9,50.5,NA,None
Ponsegromab,Exanthema,Exanthema,0,0,0,0,0,10.8,39.6,50.4,4343061,None
Ponsegromab,Zika Virus Infection,Zika Virus Infection,0,0,0,0,0,11.4,39,50.4,14,None
Ponsegromab,Gastric Ulcer,Gastric Ulcer,0,0,0,0,0,19,31.4,50.3,457800,None
Ponsegromab,Esophageal Adenocarcinoma,Esophageal Adenocarcinoma,0,0,0,0,0,20.8,29.3,50.1,NA,None
Ponsegromab,Alopecia Areata,Alopecia Areata,0,0,0,0,0,12.2,37.8,50,1252817,None
Ponsegromab,Chronic Insomnia,Chronic Insomnia,0,0,0,0,0,22.1,27.9,50,169200,None
Ponsegromab,Pericarditis,Pericarditis,0,0,0,0,0,11.6,38.4,50,NA,None
Ponsegromab,Stent Thrombosis,Stent Thrombosis,0,0,0,0,0,25.8,24.2,50,NA,None
Ponsegromab,Endometrial Hyperplasia,Endometrial Hyperplasia,0,0,0,0,0,22,28,49.9,156745,None
Ponsegromab,Gastrointestinal (GI) Bleeding,Gastrointestinal (GI) Bleeding,0,0,0,0,0,8.7,41.2,49.9,1215297,None
Ponsegromab,Infectious Skin Diseases,Infectious Skin Diseases,0,0,0,0,0,9.9,39.9,49.8,1909479,None
Ponsegromab,Relapsed/Refractory Multiple Myeloma,Relapsed/Refractory Multiple Myeloma,0,0,0,0,0,11.1,38.6,49.8,NA,None
Ponsegromab,Interstitial Lung Disease-Associated Pulmonary Hypertension (ILD-PH),Interstitial Lung Disease-Associated Pulmonary Hypertension (ILD-PH),0,0,0,0,0,15.5,34.2,49.7,NA,None
Ponsegromab,Transthyretin Amyloid Cardiomyopathy (ATTR-CM),Transthyretin Amyloid Cardiomyopathy (ATTR-CM),0,0,0,0,0,10.5,39.2,49.7,NA,None
Ponsegromab,Gram-Negative ESKAPE Pathogens,Gram-Negative ESKAPE Pathogens,0,0,0,0,0,29,20.6,49.6,NA,None
Ponsegromab,Tooth Abnormalities,Tooth Abnormalities,0,0,0,0,0,23.2,26.4,49.6,27806,None
Ponsegromab,Lymphatic Vessel Tumors,Lymphatic Vessel Tumors,0,0,0,0,0,7.9,41.6,49.5,205372,None
Ponsegromab,Coccidiosis,Coccidiosis,0,0,0,0,0,23.4,25.9,49.4,NA,None
Ponsegromab,Nonfermenting Gram-Negative Bacteria (NFGNB),Nonfermenting Gram-Negative Bacteria (NFGNB),0,0,0,0,0,28.9,20.6,49.4,NA,None
Ponsegromab,Osteopenia,Osteopenia,0,0,0,0,0,9.1,40.3,49.4,1523561,None
Ponsegromab,Mandibular Diseases,Mandibular Diseases,0,0,0,0,0,20.3,29,49.3,NA,None
Ponsegromab,Macular Hole,Macular Hole,0,0,0,0,0,11.2,38,49.2,2767515,None
Ponsegromab,Retinitis,Retinitis,0,0,0,0,0,24.2,24.8,49.1,81849,None
Ponsegromab,Limbic Encephalitis,Limbic Encephalitis,0,0,0,0,0,21.4,27.6,49,NA,None
Ponsegromab,Peripheral Spondyloarthritis (SpA),Peripheral Spondyloarthritis (SpA),0,0,0,0,0,20.5,28.5,49,NA,None
Ponsegromab,Thrombotic Microangiopathy,Thrombotic Microangiopathy,0,0,0,0,0,9.5,39.5,49,NA,None
Ponsegromab,Toxoplasmosis,Toxoplasmosis,0,0,0,0,0,21.7,27.3,49,327397,None
Ponsegromab,Heart Block,Heart Block,0,0,0,0,0,15.3,33.6,48.8,16370,None
Ponsegromab,Infectious Complications in Pregnancy,Infectious Complications in Pregnancy,0,0,0,0,0,26.7,21.9,48.6,NA,None
Ponsegromab,Plasmacytoma,Plasmacytoma,0,0,0,0,0,11.8,36.8,48.6,1637,None
Ponsegromab,Endogenous Cushing's Syndrome,Endogenous Cushing's Syndrome,0,0,0,0,0,11.2,36.8,48,1637,None
Ponsegromab,Retinal Perforations,Retinal Perforations,0,0,0,0,0,14,33.8,47.8,673356,None
Ponsegromab,Diamond-Blackfan Anemia,Diamond-Blackfan Anemia,0,0,0,0,0,21.3,26.4,47.7,1637,None
Ponsegromab,Alopecia,Alopecia,0,0,0,0,0,10.6,36.9,47.5,627742,None
Ponsegromab,Hair Diseases,Hair Diseases,0,0,0,0,0,17.8,29.8,47.5,NA,None
Ponsegromab,Hypotrichosis,Hypotrichosis,0,0,0,0,0,10.6,36.9,47.5,327,None
Ponsegromab,Oral Leukoplakia,Oral Leukoplakia,0,0,0,0,0,10.9,36.5,47.4,429740,None
Ponsegromab,Pregnancy in Diabetics,Pregnancy in Diabetics,0,0,0,0,0,17.2,29.9,47.1,NA,None
Ponsegromab,Bundle-Branch Block,Bundle-Branch Block,0,0,0,0,0,19.1,28,47,NA,None
Ponsegromab,Ankylosing Spondylitis (AS),Ankylosing Spondylitis (AS),0,0,0,0,0,16.5,30.4,46.8,NA,None
Ponsegromab,Psychotic Disorders,Psychotic Disorders,0,0,0,0,0,18.1,28.7,46.8,NA,None
Ponsegromab,Cutaneous Scar,Cutaneous Scar,0,0,0,0,0,25.8,20.9,46.7,NA,None
Ponsegromab,Central Nervous System Viral Diseases,Central Nervous System Viral Diseases,0,0,0,0,0,14.5,32,46.4,NA,None
Ponsegromab,Interstitial Nephritis,Interstitial Nephritis,0,0,0,0,0,8.8,37.6,46.4,327,None
Ponsegromab,Blood Vessel Dissection,Blood Vessel Dissection,0,0,0,0,0,21.6,24.7,46.3,NA,None
Ponsegromab,Hypopigmentation,Hypopigmentation,0,0,0,0,0,9.4,36.9,46.3,494158,None
Ponsegromab,Indolent Lymphomas,Indolent Lymphomas,0,0,0,0,0,10,36.3,46.3,NA,None
Ponsegromab,Retinal Detachment,Retinal Detachment,0,0,0,0,0,12.3,33.8,46.1,673356,None
Ponsegromab,Barth Syndrome,Barth Syndrome,0,0,0,0,0,12,33.9,46,1637,None
Ponsegromab,Chronic Bronchitis,Chronic Bronchitis,0,0,0,0,0,11.4,34.5,45.9,1834170,None
Ponsegromab,Complicated Urinary Tract Infections (cUTI),Complicated Urinary Tract Infections (cUTI),0,0,0,0,0,24.1,21.6,45.8,NA,None
Ponsegromab,Cicatrix / Scar,Cicatrix / Scar,0,0,0,0,0,20.4,25.4,45.7,NA,None
Ponsegromab,Hereditary Autoinflammatory Diseases,Hereditary Autoinflammatory Diseases,0,0,0,0,0,16.8,28.9,45.7,NA,None
Ponsegromab,Leukoplakia,Leukoplakia,0,0,0,0,0,10.3,35.3,45.6,429740,None
Ponsegromab,Rhinitis,Rhinitis,0,0,0,0,0,27.2,18.4,45.6,NA,None
Ponsegromab,Panuveitis,Panuveitis,0,0,0,0,0,16,29.4,45.4,327,None
Ponsegromab,Peptic Ulcer,Peptic Ulcer,0,0,0,0,0,15.4,29.9,45.3,498286,None
Ponsegromab,Transfusion Dependent Adult Thalassemias,Transfusion Dependent Adult Thalassemias,0,0,0,0,0,14.2,31.1,45.3,NA,None
Ponsegromab,Photosensitivity Disorders,Photosensitivity Disorders,0,0,0,0,0,16.5,28.7,45.2,NA,None
Ponsegromab,Arteritis,Arteritis,0,0,0,0,0,10.6,34.4,45,150024,None
Ponsegromab,Erythema Infectiosum,Erythema Infectiosum,0,0,0,0,0,12.8,32.2,45,284820,None
Ponsegromab,Hypervolemia (Fluid Overload),Hypervolemia (Fluid Overload),0,0,0,0,0,22.1,22.9,45,NA,None
Ponsegromab,Vitiligo,Vitiligo,0,0,0,0,0,9.6,35.3,44.9,NA,None
Ponsegromab,Treatment-Resistant Depression (TRD),Treatment-Resistant Depression (TRD),0,0,0,0,0,14,30.9,44.8,NA,None
Ponsegromab,Uncontrolled Hypertension (incl. RHTN),Uncontrolled Hypertension (incl. RHTN),0,0,0,0,0,11.5,33.3,44.8,NA,None
Ponsegromab,Jaw Diseases,Jaw Diseases,0,0,0,0,0,17,27.8,44.7,NA,None
Ponsegromab,Acute Aortic Syndrome,Acute Aortic Syndrome,0,0,0,0,0,19.8,24.8,44.6,NA,None
Ponsegromab,Experimental Radiation Injuries,Experimental Radiation Injuries,0,0,0,0,0,16.1,28.4,44.6,NA,None
Ponsegromab,Prolactinoma,Prolactinoma,0,0,0,0,0,9.7,34.7,44.4,245548,None
Ponsegromab,Crush Injuries,Crush Injuries,0,0,0,0,0,15.1,29.2,44.3,NA,None
Ponsegromab,Healthcare-Associated Infections,Healthcare-Associated Infections,0,0,0,0,0,12.5,31.8,44.3,662991,None
Ponsegromab,Acute Graft Versus Host Disease (aGVHD),Acute Graft Versus Host Disease (aGVHD),0,0,0,0,0,11.8,32.4,44.2,NA,None
Ponsegromab,Hospital-Acquired Infections,Hospital-Acquired Infections,0,0,0,0,0,12.6,31.6,44.2,662991,None
Ponsegromab,Protozoan Infections,Protozoan Infections,0,0,0,0,0,24,20.2,44.2,NA,None
Ponsegromab,B-Cell Leukemia,B-Cell Leukemia,0,0,0,0,0,8.3,35.8,44.1,NA,None
Ponsegromab,Chronic Lymphocytic Leukemia (CLL),Chronic Lymphocytic Leukemia (CLL),0,0,0,0,0,8.3,35.8,44.1,116026,None
Ponsegromab,Erythema Nodosum,Erythema Nodosum,0,0,0,0,0,19.7,24.4,44.1,NA,None
Ponsegromab,Arbovirus Infections,Arbovirus Infections,0,0,0,0,0,12,32,44,NA,None
Ponsegromab,Flavivirus Infections,Flavivirus Infections,0,0,0,0,0,11.6,32.1,43.7,NA,None
Ponsegromab,Multidrug-Resistant Tuberculosis,Multidrug-Resistant Tuberculosis,0,0,0,0,0,6.6,37.2,43.7,162,None
Ponsegromab,Pleural Diseases,Pleural Diseases,0,0,0,0,0,9.3,34.4,43.7,NA,None
Ponsegromab,Epstein-Barr Virus (EBV),Epstein-Barr Virus (EBV),0,0,0,0,0,7.7,35.9,43.6,80253,None
Ponsegromab,Pelvic Inflammatory Disease,Pelvic Inflammatory Disease,0,0,0,0,0,16.3,27.3,43.6,NA,None
Ponsegromab,Bacterial Meningitis,Bacterial Meningitis,0,0,0,0,0,10.8,32.7,43.4,NA,None
Ponsegromab,Peritonitis,Peritonitis,0,0,0,0,0,16.3,27.1,43.4,NA,None
Ponsegromab,Hypogonadism,Hypogonadism,0,0,0,0,0,12.5,30.6,43.1,931883,None
Ponsegromab,Lymphangiomyoma,Lymphangiomyoma,0,0,0,0,0,10.3,32.8,43.1,1637,None
Ponsegromab,Overdose,Overdose,0,0,0,0,0,20.3,22.8,43.1,NA,None
Ponsegromab,Bronchitis,Bronchitis,0,0,0,0,0,8.4,34.6,43,4061706,None
Ponsegromab,Patent Ductus Arteriosus,Patent Ductus Arteriosus,0,0,0,0,0,13.6,29.4,43,NA,None
Ponsegromab,Reinjuries,Reinjuries,0,0,0,0,0,15.7,27.3,43,NA,None
Ponsegromab,Acquired Hemolytic Anemias,Acquired Hemolytic Anemias,0,0,0,0,0,12.1,30.8,42.9,NA,None
Ponsegromab,Pituitary ACTH Hypersecretion,Pituitary ACTH Hypersecretion,0,0,0,0,0,11.8,31.1,42.9,NA,None
Ponsegromab,Polyuria,Polyuria,0,0,0,0,0,14.5,28.2,42.7,576949,None
Ponsegromab,Rheumatic Fever,Rheumatic Fever,0,0,0,0,0,20.3,22.4,42.6,327397,None
Ponsegromab,Pulmonary Valve Insufficiency,Pulmonary Valve Insufficiency,0,0,0,0,0,11.3,31.3,42.5,NA,None
Ponsegromab,Perivascular Epithelioid Cell Neoplasms,Perivascular Epithelioid Cell Neoplasms,0,0,0,0,0,11.5,30.9,42.4,327,None
Ponsegromab,Viral Skin Diseases,Viral Skin Diseases,0,0,0,0,0,10.9,31.6,42.4,12993530,None
Ponsegromab,Autoimmune Cytopenias,Autoimmune Cytopenias,0,0,0,0,0,12.7,29.6,42.3,NA,None
Ponsegromab,Aortic Valve Insufficiency,Aortic Valve Insufficiency,0,0,0,0,0,7,35.1,42.2,75729,None
Ponsegromab,Occupational Dermatitis,Occupational Dermatitis,0,0,0,0,0,11,31,42,1484202,None
Ponsegromab,Treatment-Resistant Hypertension (RHTN),Treatment-Resistant Hypertension (RHTN),0,0,0,0,0,11.6,30.4,42,NA,None
Ponsegromab,Cerebral Palsy,Cerebral Palsy,0,0,0,0,0,8.8,33.2,41.9,115599,None
Ponsegromab,Peritoneal Diseases,Peritoneal Diseases,0,0,0,0,0,11.2,30.7,41.9,NA,None
Ponsegromab,Stomatognathic System Abnormalities,Stomatognathic System Abnormalities,0,0,0,0,0,19.8,21,40.8,NA,None
Ponsegromab,Hypercalcemia,Hypercalcemia,0,0,0,0,0,18.4,22,40.4,296860,None
Ponsegromab,Inherited Cardiac Conditions,Inherited Cardiac Conditions,0,0,0,0,0,9.2,31,40.2,NA,None
Ponsegromab,Adrenocortical Hyperfunction,Adrenocortical Hyperfunction,0,0,0,0,0,15,25,40,NA,None
Ponsegromab,Starvation,Starvation,0,0,0,0,0,10.6,29.4,40,NA,None
Ponsegromab,Supratentorial Neoplasms,Supratentorial Neoplasms,0,0,0,0,0,8.4,31.5,40,NA,None
Ponsegromab,Septic Shock,Septic Shock,0,0,0,0,0,12.6,27.3,39.9,NA,None
Ponsegromab,Pituitary Tumor,Pituitary Tumor,0,0,0,0,0,9.6,29.6,39.1,1637,None
Ponsegromab,Diabetes Insipidus,Diabetes Insipidus,0,0,0,0,0,12.3,26.7,39,NA,None
Ponsegromab,Tardive Dyskinesia,Tardive Dyskinesia,0,0,0,0,0,14.6,24,38.6,NA,None
Ponsegromab,Graft versus Host Disease (GvHD),Graft versus Host Disease (GvHD),0,0,0,0,0,12.4,26.1,38.5,NA,None
Ponsegromab,Metabolic Dysfunction-Associated Alcoholic Liver Disease (MetALD),Metabolic Dysfunction-Associated Alcoholic Liver Disease (MetALD),0,0,0,0,0,11.7,26.7,38.4,NA,None
Ponsegromab,Hypothalamic Neoplasms,Hypothalamic Neoplasms,0,0,0,0,0,8.5,29.7,38.2,2121796,None
Ponsegromab,Lymphangioleiomyomatosis,Lymphangioleiomyomatosis,0,0,0,0,0,10.4,27.9,38.2,1637,None
Ponsegromab,Axial Spondyloarthritis (axSpA),Axial Spondyloarthritis (axSpA),0,0,0,0,0,16.1,21.9,38.1,NA,None
